Record_ID,Timestamp,Scenario,Machine_ID,Machine_Type,Machine_Model_Class,Engine_Hours,Machine_Age,Engine_Temperature,Hydraulic_Temperature,Machine_Speed,Fuel_Consumption,Machine_Health_Score,Engine_Load_Percentage,Operator_ID,Experience_Level,Years_Experience,Operating_Shift,Historical_Efficiency,Historical_Idle_Time,Training_Score,Previous_Safety_Events,Operator_Skill_Score,Load_Weight,Load_Percentage,Load_Cycles,Idle_Time,Operating_Mode,Travel_Direction,Harsh_Acceleration,Harsh_Braking,Rapid_Control_Input,Control_Smoothness,Proximity_Violations,Seatbelt_Status,Proximity_Distance,Obstacle_Type,Blind_Zone_Entry,Ground_Slope,Safety_Zone_Status,Emergency_Stop,Safety_Event,Weather,Visibility,Ambient_Temperature,Dust_Level,Ground_Condition,Terrain_Type,Working_Zone,Lighting_Condition,Task_ID,Task_Type,Task_Complexity,Target_Quantity,Completed_Quantity,Historical_Task_Duration,Current_Task_Progress,Estimated_Task_Duration,Actual_Task_Duration,Total_Fuel_Used,Safety_Risk_Score,Safety_Risk_Level,Operator_Anomaly,Anomaly_Score,Anomaly_Reason,Task_Completion_Time,Incident_Type,Fuel_Efficiency
R000354,2026-03-15 22:16,STEEP_TERRAIN,WHL-310,Wheel Loader,Medium Wheel Loader,4549.4,3.24,80.0,61.6,0.17,13.93,82.5,77.4,OP1093,Intermediate,3.4,Night,77.1,10.9,66.3,1,46.6,4.09,88.5,296,22.1,Standard,Stationary,0,1,20,75.5,4,Fastened,5.07,Worker,0,20.1,Warning,0,1,Clear,76.7,25.6,31.9,Loose,Embankment,Zone D,Night_Floodlit,TSK-000354,Material_Transfer,2,1210.6,1210.6,351.3,0.74,313.5,304.4,72.6,70.0,HIGH,0,0.0615,Normal,87.3,Stability_Loss,16.67
R027178,2026-03-15 22:19,NORMAL_OPERATION,EXC-206,Excavator,Large Excavator (30t class),11328.1,9.84,77.3,52.6,0.75,15.65,74.1,54.1,OP1030,Intermediate,4.0,Night,74.8,13.6,57.4,1,45.5,2.24,70.0,139,8.7,Eco,Swinging,1,0,11,77.9,1,Fastened,11.48,Vehicle,0,1.2,Clear,0,0,Clear,77.0,25.7,11.8,Dry,Flat,Zone A,Night_Floodlit,TSK-027178,Excavation,2,310.9,310.9,74.7,0.129,62.2,80.0,20.9,10.6,LOW,0,0.0783,Normal,67.5,No_Incident,14.89
R034234,2026-03-15 22:34,NORMAL_OPERATION,EXC-202,Excavator,Medium Excavator (20t class),13270.1,10.14,84.6,62.8,0.0,14.12,60.4,73.0,OP1002,Experienced,5.2,Night,77.3,26.5,85.1,2,67.8,1.95,96.5,186,20.4,Standard,Swinging,1,0,6,70.7,1,Fastened,8.79,Vehicle,0,0.9,Clear,0,0,Clear,51.6,22.5,21.1,Dry,Flat,Zone A,Night_Poor,TSK-034234,Backfilling,3,362.7,362.7,90.6,0.535,82.2,92.7,22.2,23.3,LOW,0,0.1731,Normal,46.0,No_Incident,16.35
R018966,2026-03-15 22:37,UNSAFE_OPERATION,EXC-214,Excavator,Large Excavator (30t class),10553.4,8.14,83.8,67.9,3.23,23.8,64.3,80.3,OP1090,Experienced,8.5,Night,85.2,25.5,82.5,4,80.5,2.2,69.1,391,47.8,Power,Forward,10,4,28,70.0,1,Unfastened,7.05,Worker,0,11.6,Clear,0,0,Hot,49.0,28.7,17.8,Dry,Gentle_Slope,Zone A,Night_Poor,TSK-018966,Excavation,3,859.5,859.5,190.0,0.114,171.9,215.5,82.1,76.7,CRITICAL,1,0.8856,Unusual_Speed,197.1,No_Incident,10.47
R012674,2026-03-15 22:38,NORMAL_OPERATION,EXC-206,Excavator,Large Excavator (30t class),11323.2,9.84,79.7,56.3,2.14,20.18,69.3,63.3,OP1030,Intermediate,4.0,Night,74.8,13.6,57.1,1,45.5,2.31,72.1,149,11.6,Standard,Reverse,1,0,7,78.8,0,Fastened,11.72,Worker,0,2.9,Clear,0,0,Clear,75.2,24.1,9.9,Dry,Flat,Zone C,Night_Floodlit,TSK-012674,Trenching,2,343.7,343.7,101.1,0.367,89.4,95.4,31.4,13.2,LOW,0,0.0294,Normal,57.9,No_Incident,10.94
R039742,2026-03-15 22:43,HIGH_LOAD_OPERATION,EXC-208,Excavator,Large Excavator (30t class),5149.6,3.84,84.0,64.1,0.12,13.68,77.5,69.4,OP1073,Experienced,6.0,Night,68.6,26.7,74.2,2,49.4,3.13,97.8,51,17.6,Standard,Swinging,1,2,12,84.9,1,Fastened,8.41,Worker,0,0.4,Clear,0,0,Hot,73.7,29.6,40.7,Dry,Flat,Zone C,Night_Floodlit,TSK-039742,Trenching,3,159.1,159.1,51.3,0.491,41.4,71.2,15.8,12.4,LOW,0,0.0303,Normal,37.9,No_Incident,10.06
R039224,2026-03-15 22:47,HIGH_FUEL_CONSUMPTION,WHL-306,Wheel Loader,Large Wheel Loader,8625.2,5.54,81.7,58.3,6.09,25.5,69.8,71.1,OP1031,Experienced,6.6,Night,65.6,16.9,63.2,0,45.4,5.38,78.9,172,30.5,Power,Forward,2,1,29,70.2,7,Fastened,6.95,Material_Pile,0,2.0,Clear,0,0,Clear,44.2,22.5,16.8,Dry,Flat,Zone B,Night_Poor,TSK-039224,Loading,2,921.5,921.5,161.1,0.476,146.7,193.3,77.1,27.9,LOW,1,0.6011,Abnormal_Fuel,106.2,No_Incident,11.96
R029972,2026-03-15 22:55,EFFICIENT_OPERATION,EXC-210,Excavator,Medium Excavator (20t class),2929.9,2.14,84.2,58.4,0.02,10.45,79.8,56.4,OP1115,Intermediate,3.0,Night,71.6,16.6,52.4,1,45.2,1.4,67.0,608,25.3,Eco,Swinging,1,4,26,74.0,4,Fastened,15.88,No_Object,0,1.4,Clear,0,0,Hot,59.0,30.6,39.1,Dry,Flat,Zone A,Night_Floodlit,TSK-029972,Excavation,2,848.5,848.5,265.6,0.935,226.3,256.3,45.0,9.8,LOW,0,0.0996,Normal,14.8,No_Incident,18.83
R011648,2026-03-15 23:03,NORMAL_OPERATION,EXC-224,Excavator,Large Excavator (30t class),14832.2,9.34,83.3,57.6,2.86,16.49,54.3,54.6,OP1026,Novice,1.9,Night,68.4,13.6,65.8,2,39.0,2.15,65.4,78,9.4,Standard,Reverse,0,0,9,74.2,1,Fastened,5.42,Worker,0,1.3,Warning,0,0,Cloudy,56.4,26.8,24.7,Dry,Flat,Zone A,Night_Floodlit,TSK-011648,Trenching,4,165.7,165.7,59.4,0.083,43.1,80.2,21.8,19.9,LOW,0,0.0296,Normal,74.4,No_Incident,7.61
R007890,2026-03-15 23:05,POOR_WEATHER,EXC-206,Excavator,Large Excavator (30t class),11320.9,9.84,81.4,59.6,0.15,14.75,71.7,68.9,OP1044,Experienced,6.8,Night,79.9,12.4,76.0,1,74.4,2.61,87.7,66,12.9,Eco,Swinging,1,1,7,86.1,2,Unfastened,7.91,Vehicle,0,0.0,Clear,0,0,Heavy_Rain,23.8,19.7,9.9,Muddy,Flat,Zone C,Night_Poor,TSK-007890,Trenching,5,370.9,171.9,104.8,0.525,96.4,136.1,32.7,30.3,MEDIUM,0,0.074,Normal,57.7,No_Incident,5.25
R013960,2026-03-15 23:08,EXCESSIVE_IDLE,WHL-316,Wheel Loader,Large Wheel Loader,13523.2,9.54,80.7,56.0,6.16,13.18,66.2,55.3,OP1089,Expert,11.3,Night,77.0,25.1,74.7,8,63.9,4.31,60.2,199,65.9,Standard,Reverse,2,0,15,75.6,2,Fastened,20.0,No_Object,0,5.3,Clear,1,1,Clear,68.9,25.1,38.0,Dry,Haul_Road,Zone B,Night_Floodlit,TSK-013960,Loading,1,855.9,855.9,148.2,0.41,136.3,199.9,42.1,32.1,MEDIUM,1,0.728,Excessive_Idle,127.4,Stability_Loss,20.34
R013333,2026-03-15 23:10,HIGH_LOAD_OPERATION,WHL-306,Wheel Loader,Large Wheel Loader,8624.3,5.54,82.6,62.4,7.22,25.6,71.2,82.3,OP1031,Experienced,6.6,Night,65.6,16.9,63.0,0,45.4,7.57,110.5,194,24.5,Power,Reverse,3,3,16,71.4,1,Fastened,5.32,Vehicle,0,0.0,Warning,0,0,Clear,67.1,25.0,37.4,Dry,Haul_Road,Zone B,Night_Floodlit,TSK-013333,Loading,2,1463.0,1463.0,265.6,0.745,233.0,204.4,85.6,33.1,MEDIUM,0,0.0306,Normal,55.9,No_Incident,17.1
R018946,2026-03-15 23:13,MULTIPLE_SIMULTANEOUS_RISKS,EXC-206,Excavator,Large Excavator (30t class),11327.3,9.84,80.1,64.8,2.06,27.43,69.0,74.5,OP1030,Intermediate,4.0,Night,74.8,13.6,57.5,1,45.5,2.79,87.0,132,10.7,Power,Forward,6,4,21,78.3,10,Fastened,0.94,Worker,0,10.5,Violated,1,1,Clear,5.7,27.8,12.2,Dry,Gentle_Slope,Zone E,Night_Poor,TSK-018946,Excavation,3,367.2,367.2,88.6,0.35,73.4,95.4,43.4,98.4,CRITICAL,1,0.9988,Repeated_Harsh_Events,63.0,Proximity_Near_Miss,8.46
R028547,2026-03-15 23:15,NORMAL_OPERATION,WHL-305,Wheel Loader,Medium Wheel Loader,1133.6,0.94,77.4,54.1,6.59,8.45,87.0,49.7,OP1091,Expert,18.7,Night,83.4,23.6,66.4,1,71.3,3.26,69.9,276,47.9,Eco,Reverse,0,0,15,75.6,2,Fastened,6.3,Vehicle,1,3.3,Clear,1,1,Clear,67.7,22.6,16.4,Dry,Flat,Zone B,Night_Floodlit,TSK-028547,Loading,2,897.5,897.5,219.4,0.88,192.0,189.2,27.4,59.5,HIGH,1,0.6876,Erratic_Control,23.4,Vehicle_Interaction,32.72
R038818,2026-03-15 23:31,EFFICIENT_OPERATION,EXC-210,Excavator,Medium Excavator (20t class),2947.6,2.14,81.9,58.0,0.64,11.03,82.7,53.0,OP1027,Expert,24.2,Night,85.9,18.4,97.3,5,86.2,1.57,75.5,247,7.8,Eco,Swinging,0,0,1,90.2,1,Fastened,17.2,Material_Pile,0,1.6,Clear,0,0,Hot,65.1,29.8,24.2,Dry,Flat,Zone D,Night_Floodlit,TSK-038818,Loading,2,388.7,388.7,105.8,0.526,98.5,74.1,14.1,13.1,LOW,0,0.0303,Normal,36.3,No_Incident,27.61
R015732,2026-03-15 23:41,NORMAL_OPERATION,WHL-309,Wheel Loader,Medium Wheel Loader,13013.1,10.34,80.9,62.7,6.74,16.09,66.5,71.8,OP1050,Expert,12.2,Night,89.7,8.5,80.3,11,75.3,3.43,78.5,315,13.4,Power,Forward,5,6,18,76.2,1,Fastened,13.55,Vehicle,0,1.9,Clear,0,0,Clear,73.0,26.9,37.5,Dry,Haul_Road,Zone F,Night_Floodlit,TSK-015732,Material_Transfer,2,1080.5,1080.5,272.5,0.812,279.8,194.1,53.0,23.1,LOW,0,0.072,Normal,37.3,No_Incident,20.39
R021351,2026-03-15 23:42,NORMAL_OPERATION,WHL-308,Wheel Loader,Large Wheel Loader,6356.0,5.24,81.7,57.8,6.58,19.03,86.4,59.4,OP1114,Experienced,5.2,Night,81.3,18.2,68.1,0,53.2,4.93,69.9,222,34.2,Power,Reverse,0,3,8,78.4,1,Fastened,14.75,No_Object,0,0.3,Clear,0,0,Hot,66.8,32.4,31.1,Dry,Flat,Zone D,Night_Floodlit,TSK-021351,Loading,3,1092.5,1092.5,171.3,0.932,174.0,187.8,60.7,17.2,LOW,0,0.1326,Normal,12.4,No_Incident,17.99
R029101,2026-03-15 23:56,HIGH_LOAD_OPERATION,EXC-204,Excavator,Medium Excavator (20t class),1457.6,1.24,80.2,58.2,0.12,15.12,93.2,76.7,OP1060,Expert,14.1,Night,82.7,23.0,82.2,2,67.7,2.15,105.8,293,30.5,Power,Swinging,0,0,6,85.1,2,Fastened,5.61,Worker,0,2.7,Warning,0,0,Clear,69.9,24.8,33.9,Dry,Flat,Zone B,Night_Floodlit,TSK-029101,Loading,3,629.1,629.1,165.7,0.611,159.4,127.0,31.8,12.7,LOW,0,0.1214,Normal,45.3,No_Incident,19.78
R011552,2026-03-15 23:58,STEEP_TERRAIN,WHL-310,Wheel Loader,Medium Wheel Loader,4564.8,3.24,80.3,60.9,6.18,13.31,77.6,70.6,OP1093,Intermediate,3.4,Night,77.1,10.9,66.5,1,46.6,3.56,78.8,143,10.2,Standard,Forward,8,1,9,74.4,2,Fastened,13.94,Structure,0,14.3,Clear,1,1,Hot,71.4,29.9,31.8,Loose,Embankment,Zone A,Night_Floodlit,TSK-011552,Loading,2,506.2,506.2,136.1,0.816,108.3,134.6,29.5,62.0,HIGH,0,0.0727,Normal,26.6,Stability_Loss,17.14
R007507,2026-03-15 23:59,EFFICIENT_OPERATION,WHL-301,Wheel Loader,Large Wheel Loader,11712.8,7.84,82.9,58.4,6.12,18.78,61.2,57.6,OP1050,Expert,12.2,Night,89.7,8.5,80.3,11,75.3,5.12,72.9,169,6.7,Standard,Reverse,0,0,14,79.3,2,Fastened,8.61,Worker,0,1.6,Clear,0,0,Clear,71.1,25.6,10.9,Dry,Flat,Zone B,Night_Floodlit,TSK-007507,Loading,3,860.8,860.8,137.8,0.23,137.1,133.3,43.0,18.2,LOW,0,0.047,Normal,106.0,No_Incident,20.01
R003123,2026-03-16 00:01,NORMAL_OPERATION,WHL-313,Wheel Loader,Medium Wheel Loader,5866.2,3.94,80.1,56.3,6.03,14.95,77.3,68.7,OP1119,Intermediate,2.0,Night,73.8,12.0,61.0,1,49.9,3.95,81.4,128,10.8,Power,Reverse,3,3,10,81.3,4,Fastened,12.31,Structure,0,4.6,Clear,0,0,Light_Rain,49.0,18.9,42.9,Wet,Haul_Road,Zone B,Night_Floodlit,TSK-003123,Loading,2,503.7,503.7,125.3,0.718,107.8,117.0,28.3,33.0,MEDIUM,0,0.2345,Normal,33.0,No_Incident,17.78
R012653,2026-03-16 00:01,PROXIMITY_HAZARD,EXC-216,Excavator,Medium Excavator (20t class),13553.9,9.54,80.0,64.7,2.39,14.19,60.9,54.4,OP1092,Novice,0.6,Night,67.1,21.2,63.6,0,43.2,1.1,56.7,745,59.3,Standard,Reverse,6,6,24,77.4,3,Fastened,2.05,Worker,1,5.7,Violated,1,1,Hot,68.0,29.2,34.0,Dry,Stockpile,Zone D,Night_Floodlit,TSK-012653,Loading,2,816.7,816.7,245.5,0.203,206.9,362.5,83.8,89.9,CRITICAL,0,0.0592,Normal,271.4,Proximity_Near_Miss,9.75
R019101,2026-03-16 00:01,UNSAFE_OPERATION,WHL-308,Wheel Loader,Large Wheel Loader,6345.9,5.24,79.5,56.2,12.08,22.86,83.9,69.5,OP1114,Experienced,5.2,Night,81.3,18.2,67.9,0,53.2,5.8,80.8,188,30.9,Power,Forward,2,1,25,60.1,3,Fastened,2.13,Worker,0,2.7,Violated,0,1,Clear,69.8,24.9,23.9,Dry,Flat,Zone D,Night_Floodlit,TSK-019101,Material_Transfer,3,1084.9,1084.9,225.9,0.287,209.1,197.2,74.3,90.6,CRITICAL,1,0.9956,Unusual_Speed,144.4,Proximity_Near_Miss,14.61
R030820,2026-03-16 00:06,NORMAL_OPERATION,EXC-202,Excavator,Medium Excavator (20t class),13279.2,10.14,81.2,61.1,0.54,7.59,58.5,60.0,OP1002,Experienced,5.2,Night,77.3,26.5,85.0,2,67.8,1.45,73.5,116,32.0,Eco,Swinging,0,0,6,76.3,4,Fastened,8.14,Worker,0,8.0,Clear,0,0,Clear,53.6,26.4,35.9,Dry,Trench_Edge,Zone C,Night_Poor,TSK-030820,Excavation,2,323.6,168.2,108.7,0.18,86.3,115.6,15.5,24.8,LOW,0,0.194,Normal,96.8,No_Incident,10.85
R021457,2026-03-16 00:15,MACHINE_OVERHEATING,EXC-219,Excavator,Large Excavator (30t class),2543.1,2.14,100.0,86.0,0.8,17.05,77.3,65.9,OP1058,Experienced,7.2,Night,86.4,23.8,88.4,1,82.6,2.71,81.8,146,10.5,Standard,Stationary,0,0,1,84.4,1,Fastened,11.06,Worker,0,0.0,Clear,0,0,Clear,69.2,22.2,19.0,Dry,Flat,Zone A,Night_Floodlit,TSK-021457,Excavation,1,393.9,393.9,88.1,0.358,78.8,55.6,15.6,6.8,LOW,0,0.0624,Normal,35.8,No_Incident,25.24
R033691,2026-03-16 00:15,HIGH_LOAD_OPERATION,EXC-218,Excavator,Medium Excavator (20t class),8123.9,7.04,80.1,61.6,2.65,15.42,77.2,73.0,OP1002,Experienced,5.2,Night,77.3,26.5,85.0,2,67.8,1.98,101.0,162,10.8,Standard,Reverse,1,0,7,71.2,2,Fastened,7.78,Worker,0,0.0,Clear,0,0,Clear,73.0,27.0,20.9,Dry,Flat,Zone C,Night_Floodlit,TSK-033691,Backfilling,2,319.1,319.1,93.1,0.714,72.3,59.4,14.7,23.9,LOW,0,0.0877,Normal,16.6,No_Incident,21.72
R006294,2026-03-16 00:33,UNSAFE_OPERATION,EXC-210,Excavator,Medium Excavator (20t class),2954.1,2.14,81.3,65.1,2.45,19.24,82.6,78.6,OP1027,Expert,24.2,Night,85.9,18.4,97.4,5,86.2,1.46,69.4,672,45.4,Power,Forward,15,17,65,69.5,10,Unfastened,5.59,Worker,0,4.3,Warning,0,0,Clear,74.1,29.3,37.1,Dry,Haul_Road,Zone B,Night_Floodlit,TSK-006294,Loading,5,978.8,978.8,244.4,0.107,248.0,295.3,92.2,40.1,MEDIUM,1,0.993,Repeated_Harsh_Events,267.0,No_Incident,10.62
R004515,2026-03-16 00:43,HIGH_LOAD_OPERATION,EXC-216,Excavator,Medium Excavator (20t class),13543.0,9.54,90.1,69.0,0.64,16.27,56.9,91.2,OP1073,Experienced,6.0,Night,68.6,26.7,74.3,2,49.4,2.17,111.9,200,54.4,Power,Swinging,4,1,14,88.2,3,Fastened,10.59,Material_Pile,0,3.7,Clear,0,0,Clear,74.5,28.7,35.4,Dry,Gentle_Slope,Zone C,Night_Floodlit,TSK-004515,Trenching,4,431.7,431.7,186.0,0.641,149.6,215.7,60.5,43.0,MEDIUM,0,0.0707,Normal,69.1,No_Incident,7.14
R029433,2026-03-16 00:44,UNSAFE_OPERATION,EXC-208,Excavator,Large Excavator (30t class),5148.7,3.84,81.3,57.1,3.19,15.18,80.0,61.7,OP1073,Experienced,6.0,Night,68.6,26.7,74.1,2,49.4,2.28,75.7,113,22.1,Standard,Reverse,1,8,12,70.7,2,Fastened,4.32,Material_Pile,0,10.0,Warning,0,0,Fog,29.6,28.6,30.7,Dry,Gentle_Slope,Zone A,Night_Floodlit,TSK-029433,Backfilling,3,397.6,257.0,90.6,0.285,67.6,92.3,23.7,57.8,HIGH,1,0.9821,Repeated_Harsh_Events,63.9,No_Incident,10.85
R038906,2026-03-16 00:48,NORMAL_OPERATION,EXC-203,Excavator,Large Excavator (30t class),13059.7,8.64,79.9,59.1,0.46,18.27,54.5,54.6,OP1073,Experienced,6.0,Night,68.6,26.7,74.4,2,49.4,2.06,66.7,513,38.1,Standard,Swinging,2,4,12,82.6,2,Fastened,16.91,No_Object,0,1.3,Clear,0,0,Clear,55.5,26.0,36.1,Dry,Flat,Zone D,Night_Poor,TSK-038906,Loading,1,1053.2,1053.2,276.5,0.255,200.1,225.6,68.2,18.8,LOW,0,0.1167,Normal,172.7,No_Incident,15.43
R007573,2026-03-16 00:55,NORMAL_OPERATION,WHL-307,Wheel Loader,Large Wheel Loader,4095.7,3.04,78.6,58.9,7.85,17.42,83.0,57.0,OP1105,Intermediate,4.0,Night,81.2,24.1,70.8,0,65.6,5.81,81.2,207,34.5,Standard,Forward,3,2,26,75.7,3,Fastened,7.4,Worker,0,0.0,Clear,0,0,Cloudy,59.8,24.5,27.4,Dry,Flat,Zone D,Night_Floodlit,TSK-007573,Material_Transfer,2,1198.2,1198.2,258.9,0.573,231.0,211.4,61.3,26.8,LOW,0,0.0976,Normal,89.7,No_Incident,19.53
R029242,2026-03-16 00:56,STEEP_TERRAIN,WHL-316,Wheel Loader,Large Wheel Loader,13531.4,9.54,82.8,59.5,5.06,17.31,62.4,67.4,OP1105,Intermediate,4.0,Night,81.2,24.1,71.1,0,65.6,4.56,65.7,215,57.5,Eco,Reverse,3,4,33,77.8,3,Fastened,10.96,Structure,0,20.5,Clear,0,0,Clear,74.7,22.2,28.8,Dry,Embankment,Zone D,Night_Floodlit,TSK-029242,Loading,2,979.4,979.4,177.1,0.605,156.0,258.2,73.9,49.2,MEDIUM,0,0.2053,Normal,99.2,No_Incident,13.25
R036640,2026-03-16 01:04,EFFICIENT_OPERATION,EXC-210,Excavator,Medium Excavator (20t class),2936.9,2.14,77.6,58.2,0.14,12.07,82.3,59.8,OP1061,Experienced,8.4,Night,84.6,17.0,86.5,3,68.2,1.59,77.9,406,19.4,Eco,Stationary,1,1,10,87.7,4,Fastened,20.0,No_Object,0,6.8,Clear,0,0,Dust_Wind,42.6,28.1,66.8,Dry,Gentle_Slope,Zone E,Night_Floodlit,TSK-036640,Excavation,2,644.6,644.6,214.7,0.469,171.9,180.8,36.9,18.2,LOW,0,0.0725,Normal,104.3,No_Incident,17.45
R036278,2026-03-16 01:09,POOR_WEATHER,WHL-310,Wheel Loader,Medium Wheel Loader,4540.4,3.24,80.4,55.4,6.64,11.1,79.9,60.9,OP1093,Intermediate,3.4,Night,77.1,10.9,66.2,1,46.6,3.66,83.3,167,18.0,Eco,Reverse,3,6,15,75.4,5,Fastened,9.48,Vehicle,0,0.8,Clear,0,0,Heavy_Rain,40.2,20.5,13.1,Wet,Flat,Zone D,Night_Floodlit,TSK-036278,Stockpiling,3,609.1,609.1,167.2,0.18,137.2,210.5,39.8,48.1,MEDIUM,0,0.1304,Normal,172.3,No_Incident,15.3
R001682,2026-03-16 01:20,MACHINE_OVERHEATING,WHL-316,Wheel Loader,Large Wheel Loader,13523.2,9.54,97.7,93.7,0.4,18.99,40.4,71.5,OP1105,Intermediate,4.0,Night,81.2,24.1,71.1,0,65.6,6.07,83.5,68,29.8,Standard,Stationary,2,1,8,86.5,0,Fastened,15.23,No_Object,0,10.9,Clear,0,0,Fog,18.3,24.8,38.9,Loose,Stockpile,Zone D,Night_Poor,TSK-001682,Stockpiling,4,411.9,411.9,77.0,0.744,69.0,166.2,54.0,70.9,HIGH,0,0.0564,Normal,42.7,No_Incident,7.63
R026798,2026-03-16 01:20,PROXIMITY_HAZARD,WHL-310,Wheel Loader,Medium Wheel Loader,4545.8,3.24,84.6,61.0,0.11,11.76,76.8,65.9,OP1091,Expert,18.7,Night,83.4,23.6,66.5,1,71.3,2.92,66.3,331,53.0,Standard,Swinging,9,3,5,88.0,4,Fastened,3.05,Worker,1,5.1,Warning,0,0,Clear,66.6,30.1,34.8,Dry,Haul_Road,Zone F,Night_Floodlit,TSK-026798,Stockpiling,3,963.2,963.2,217.2,0.42,216.9,278.1,54.5,38.1,MEDIUM,0,0.2966,Normal,159.2,No_Incident,17.68
R036546,2026-03-16 01:24,HIGH_FUEL_CONSUMPTION,EXC-203,Excavator,Large Excavator (30t class),13052.7,8.64,83.1,66.9,0.32,24.76,54.2,84.0,OP1097,Experienced,7.0,Night,82.4,37.3,79.8,2,80.2,2.66,82.2,330,82.4,Power,Stationary,1,3,8,88.1,4,Fastened,5.09,Structure,0,7.1,Warning,0,0,Fog,27.2,20.7,39.9,Dry,Gentle_Slope,Zone A,Night_Floodlit,TSK-036546,Excavation,4,878.4,878.4,224.4,0.885,175.7,308.1,130.4,30.6,MEDIUM,0,0.4939,Normal,36.8,No_Incident,6.74
R039256,2026-03-16 01:33,PROXIMITY_HAZARD,EXC-218,Excavator,Medium Excavator (20t class),8098.3,7.04,81.0,61.3,2.65,13.37,75.2,63.8,OP1096,Intermediate,2.5,Night,76.6,12.8,62.9,3,49.0,1.51,72.3,441,18.1,Power,Reverse,4,3,27,70.0,7,Unfastened,1.76,Worker,1,0.4,Violated,1,1,Clear,66.8,25.3,32.3,Dry,Flat,Zone B,Night_Floodlit,TSK-039256,Loading,2,774.8,663.7,219.7,0.332,196.3,189.2,42.9,91.6,CRITICAL,0,0.3438,Normal,117.9,Proximity_Near_Miss,15.47
R018664,2026-03-16 01:34,EFFICIENT_OPERATION,EXC-217,Excavator,Medium Excavator (20t class),7528.4,5.84,78.9,57.0,0.6,11.64,65.3,68.2,OP1116,Intermediate,2.3,Night,81.6,12.7,68.6,0,51.2,1.42,72.2,497,22.3,Eco,Swinging,3,1,19,83.8,2,Fastened,7.48,Vehicle,0,12.5,Clear,0,0,Clear,50.4,20.8,29.0,Dry,Embankment,Zone E,Night_Poor,TSK-018664,Excavation,3,706.9,706.9,178.4,0.536,188.5,272.6,54.0,29.7,LOW,0,0.0587,Normal,130.6,No_Incident,13.08
R027269,2026-03-16 01:49,NORMAL_OPERATION,EXC-204,Excavator,Medium Excavator (20t class),1460.6,1.24,77.7,55.2,1.83,12.25,97.1,58.9,OP1060,Expert,14.1,Night,82.7,23.0,82.6,2,67.7,0.96,47.9,174,21.6,Standard,Reverse,0,1,5,82.5,0,Fastened,6.23,Worker,0,7.4,Clear,0,0,Hot,61.5,29.7,34.9,Loose,Trench_Edge,Zone C,Night_Floodlit,TSK-027269,Trenching,3,167.2,167.2,65.8,0.078,58.0,110.8,22.4,12.0,LOW,0,0.0643,Normal,103.9,No_Incident,7.48
R037027,2026-03-16 01:53,EXCESSIVE_IDLE,EXC-203,Excavator,Large Excavator (30t class),13065.3,8.64,84.7,69.4,0.22,15.39,54.4,74.6,OP1035,Experienced,6.7,Night,86.6,24.2,90.4,1,83.1,2.68,84.5,103,38.0,Standard,Stationary,1,1,0,94.3,2,Fastened,10.59,Worker,0,0.8,Clear,0,0,Hot,65.0,29.2,34.9,Dry,Flat,Zone C,Night_Floodlit,TSK-037027,Trenching,3,276.1,276.1,79.5,0.347,71.8,104.7,27.6,17.4,LOW,1,0.9116,Excessive_Idle,68.1,No_Incident,10.01
R024514,2026-03-16 01:54,LOW_VISIBILITY,WHL-315,Wheel Loader,Medium Wheel Loader,9179.8,6.94,80.1,57.2,5.0,11.25,76.4,58.4,OP1043,Expert,10.4,Night,83.5,13.6,82.7,4,58.2,3.42,76.9,223,19.8,Standard,Forward,1,1,13,80.5,2,Fastened,13.32,No_Object,0,4.3,Clear,0,0,Cloudy,45.4,24.4,46.6,Dry,Haul_Road,Zone F,Night_Poor,TSK-024514,Stockpiling,3,968.6,759.0,212.3,0.767,218.1,236.2,43.6,32.4,MEDIUM,0,0.0488,Normal,58.6,No_Incident,17.4
R014256,2026-03-16 02:17,LOW_VISIBILITY,WHL-316,Wheel Loader,Large Wheel Loader,13540.4,9.54,80.8,57.4,0.27,21.27,66.0,61.4,OP1119,Intermediate,2.0,Night,73.8,12.0,60.9,1,49.9,5.55,78.4,192,20.6,Standard,Stationary,4,2,7,75.4,0,Fastened,14.9,No_Object,0,1.0,Clear,0,0,Fog,16.8,20.4,31.5,Dry,Flat,Zone B,Night_Poor,TSK-014256,Loading,2,1061.1,1061.1,186.7,0.814,169.0,224.1,79.8,26.0,LOW,0,0.1423,Normal,43.6,No_Incident,13.29
R039453,2026-03-16 02:22,STEEP_TERRAIN,WHL-308,Wheel Loader,Large Wheel Loader,6343.5,5.24,81.0,58.5,3.85,23.88,85.8,82.8,OP1114,Experienced,5.2,Night,81.3,18.2,67.7,0,53.2,6.7,94.0,137,41.2,Standard,Reverse,0,3,21,81.6,1,Fastened,14.84,Structure,0,20.8,Clear,1,1,Clear,68.5,24.8,24.6,Loose,Embankment,Zone A,Night_Floodlit,TSK-039453,Material_Transfer,4,917.0,917.0,203.2,0.269,176.8,244.1,96.9,83.0,CRITICAL,0,0.1052,Normal,173.9,Stability_Loss,9.46
